Customer Status,Tenure in Months,Contract,Monthly Charge,Avg Monthly GB Download,Avg Monthly Long Distance Charges,Internet Type
Stayed,7,Month-to-Month,44.65,46,26.76,DSL
Stayed,11,Two Year,25.0,0,15.04,None
Stayed,51,Two Year,20.45,0,47.43,None
Stayed,72,Two Year,84.9,19,1.34,DSL
Stayed,16,Month-to-Month,79.95,69,49.85,Fiber Optic
Stayed,10,Month-to-Month,19.9,0,23.84,None
Stayed,5,Month-to-Month,65.6,59,8.6,DSL
Stayed,70,One Year,64.95,19,26.62,Cable
Joined,2,Month-to-Month,79.45,85,28.61,Fiber Optic
Stayed,10,Two Year,61.9,19,29.95,DSL
Stayed,70,Two Year,114.6,17,26.67,Fiber Optic
Stayed,71,Two Year,104.15,85,3.86,Fiber Optic
Stayed,31,Month-to-Month,25.0,51,0.0,Cable
Stayed,13,Month-to-Month,73.35,21,40.99,DSL
Stayed,14,Two Year,75.1,4,45.46,Fiber Optic
Stayed,54,One Year,65.25,6,5.14,DSL
Stayed,60,One Year,101.4,11,48.92,Fiber Optic
Stayed,52,Two Year,21.0,0,28.3,None
Stayed,30,Month-to-Month,84.3,20,24.73,Fiber Optic
Stayed,62,One Year,23.75,0,32.28,None
Stayed,63,Month-to-Month,80.3,48,18.88,Fiber Optic
Stayed,5,Month-to-Month,20.15,0,3.37,None
Stayed,35,One Year,73.45,20,13.39,DSL
Stayed,4,Month-to-Month,19.6,0,29.14,None
Stayed,27,Month-to-Month,53.8,15,41.48,DSL
Stayed,66,Two Year,79.5,23,12.48,DSL
Stayed,63,Month-to-Month,105.4,73,22.73,Fiber Optic
Stayed,29,One Year,20.35,0,21.19,None
Stayed,47,Month-to-Month,75.45,69,48.03,Fiber Optic
Stayed,71,Two Year,90.55,20,41.71,Cable
Stayed,8,Month-to-Month,51.3,20,10.36,DSL
Stayed,47,One Year,94.8,20,40.25,Fiber Optic
Stayed,30,One Year,70.25,13,17.33,DSL
Stayed,46,Month-to-Month,72.8,26,41.1,Fiber Optic
Stayed,13,One Year,19.3,0,45.03,None
Stayed,9,Month-to-Month,19.7,0,24.89,None
Stayed,32,One Year,74.75,5,33.45,DSL
Stayed,4,Month-to-Month,55.5,10,38.96,DSL
Stayed,39,Month-to-Month,106.4,30,17.17,Fiber Optic
Stayed,67,One Year,84.8,21,3.47,Fiber Optic
Stayed,5,Month-to-Month,90.35,19,15.01,Fiber Optic
Stayed,23,Month-to-Month,69.5,21,27.49,Cable
Stayed,66,One Year,110.6,28,44.38,Fiber Optic
Stayed,23,Month-to-Month,34.65,2,0.0,Cable
Stayed,17,One Year,44.6,73,13.02,Cable
Stayed,54,One Year,114.65,26,11.4,Fiber Optic
Stayed,27,Month-to-Month,90.15,59,18.74,Fiber Optic
Joined,2,Month-to-Month,80.45,25,35.41,Fiber Optic
Joined,3,Month-to-Month,34.8,46,0.0,DSL
Stayed,45,Two Year,24.65,0,20.11,None
Stayed,70,Two Year,76.1,9,33.37,DSL
Stayed,5,Month-to-Month,85.3,30,45.74,Fiber Optic
Stayed,59,One Year,109.15,4,40.47,Fiber Optic
Stayed,72,Two Year,65.25,51,0.0,DSL
Stayed,18,One Year,61.5,51,40.36,DSL
Stayed,9,Month-to-Month,20.4,0,45.83,None
Stayed,72,Two Year,97.0,42,38.79,Fiber Optic
Stayed,62,Two Year,23.4,0,48.93,None
Stayed,11,Month-to-Month,19.7,0,44.88,None
Stayed,68,One Year,73.0,16,20.15,DSL
Stayed,28,One Year,18.25,0,40.39,None
Stayed,72,Two Year,25.1,0,35.62,None
Stayed,28,One Year,59.0,7,33.05,Cable
Joined,3,Month-to-Month,70.3,27,9.74,Fiber Optic
Joined,1,Month-to-Month,25.75,0,15.22,None
Stayed,71,One Year,20.85,0,44.82,None
Joined,3,Month-to-Month,18.8,0,6.61,None
Stayed,26,Month-to-Month,85.9,2,42.26,Fiber Optic
Stayed,35,One Year,20.75,0,35.5,None
Joined,2,Month-to-Month,19.75,0,1.97,None
Stayed,11,One Year,36.05,17,0.0,DSL
Stayed,39,One Year,41.15,73,0.0,DSL
Stayed,72,Two Year,115.15,25,40.59,Fiber Optic
Stayed,31,Two Year,89.45,18,46.06,Fiber Optic
Stayed,51,One Year,93.65,10,2.21,Fiber Optic
Stayed,50,Two Year,24.9,0,47.16,None
Stayed,56,One Year,99.75,19,20.53,Fiber Optic
Stayed,10,Two Year,20.25,0,13.16,None
Stayed,68,Two Year,20.5,0,48.41,None
Stayed,5,Month-to-Month,75.15,4,45.69,Cable
Stayed,6,Month-to-Month,18.95,0,27.54,None
Stayed,58,Month-to-Month,95.3,73,35.55,Fiber Optic
Stayed,9,Month-to-Month,20.25,0,2.6,None
Stayed,24,One Year,19.9,0,4.47,None
Stayed,19,Month-to-Month,25.35,59,0.0,DSL
Stayed,68,Two Year,19.6,0,32.99,None
Stayed,20,Month-to-Month,89.4,21,30.52,Fiber Optic
Stayed,18,Month-to-Month,69.8,20,34.12,Fiber Optic
Joined,3,Month-to-Month,54.2,5,41.38,DSL
Stayed,42,Month-to-Month,40.15,7,0.0,DSL
Stayed,16,Month-to-Month,19.75,0,31.99,None
Stayed,9,Month-to-Month,81.15,6,34.34,Fiber Optic
Stayed,55,One Year,66.05,13,35.38,Cable
Stayed,44,Two Year,54.05,59,0.0,Cable
Stayed,64,Two Year,99.0,11,35.92,Fiber Optic
Stayed,62,Two Year,89.1,73,37.75,Fiber Optic
Stayed,14,Month-to-Month,55.5,21,18.48,DSL
Stayed,14,Two Year,19.7,0,15.33,None
Stayed,14,Month-to-Month,78.1,16,4.45,Fiber Optic
Stayed,72,Two Year,109.2,14,44.03,Fiber Optic
Stayed,67,One Year,105.7,73,25.46,Fiber Optic
Stayed,64,Two Year,111.6,10,16.33,Fiber Optic
Stayed,9,One Year,21.25,0,1.66,None
Stayed,45,One Year,102.15,15,34.12,Fiber Optic
Stayed,52,Two Year,108.1,18,11.01,Fiber Optic
Stayed,71,Two Year,19.8,0,32.12,None
Stayed,49,Two Year,81.35,10,43.19,Cable
Stayed,41,Two Year,98.8,2,10.26,Fiber Optic
Stayed,49,One Year,35.8,82,0.0,Cable
Stayed,29,One Year,19.8,0,46.12,None
Stayed,6,Month-to-Month,19.55,0,17.53,None
Stayed,21,Month-to-Month,84.1,9,49.05,Fiber Optic
Stayed,68,Month-to-Month,39.9,58,0.0,DSL
Stayed,72,Two Year,114.9,5,48.37,Fiber Optic
Stayed,62,One Year,106.05,23,15.05,Fiber Optic
Stayed,70,One Year,51.05,41,0.0,DSL
Stayed,31,One Year,20.95,0,31.79,None
Joined,1,Month-to-Month,50.75,26,24.66,DSL
Stayed,25,Two Year,35.05,75,0.0,Cable
Stayed,68,One Year,54.4,11,0.0,DSL
Stayed,42,One Year,56.1,25,20.65,DSL
Stayed,39,One Year,19.9,0,48.02,None
Joined,3,Month-to-Month,90.7,10,5.39,Fiber Optic
Joined,1,Month-to-Month,20.25,0,28.18,None
Stayed,51,Two Year,19.95,0,14.54,None
Stayed,58,Two Year,84.3,59,31.27,DSL
Stayed,54,One Year,100.05,20,34.27,Fiber Optic
Joined,1,Month-to-Month,18.9,0,49.51,None
Stayed,59,Two Year,25.0,0,25.89,None
Stayed,19,Month-to-Month,75.9,57,8.02,DSL
Stayed,19,Two Year,20.5,0,35.45,None
Stayed,68,Two Year,90.8,21,11.83,DSL
Stayed,28,Month-to-Month,35.75,2,0.0,DSL
Stayed,20,One Year,76.0,59,15.29,Cable
Stayed,55,One Year,50.05,23,0.0,DSL
Stayed,20,Two Year,84.35,9,25.51,Fiber Optic
Stayed,50,Month-to-Month,93.5,21,40.83,Fiber Optic
Stayed,29,Month-to-Month,80.1,27,6.73,DSL
Stayed,17,One Year,64.8,11,45.35,DSL
Stayed,24,One Year,57.6,27,0.0,DSL
Stayed,11,Month-to-Month,75.9,27,13.55,Fiber Optic
Stayed,7,One Year,20.65,0,41.64,None
Stayed,17,One Year,19.9,0,25.62,None
Stayed,7,Two Year,38.55,58,0.0,Cable
Stayed,12,One Year,75.85,47,49.25,DSL
Stayed,68,Two Year,24.15,0,37.79,None
Stayed,57,One Year,94.7,7,38.94,Fiber Optic
Stayed,9,One Year,20.15,0,48.61,None
Stayed,17,One Year,20.05,0,3.84,None
Stayed,4,Month-to-Month,35.0,26,0.0,DSL
Stayed,43,One Year,56.35,23,4.34,DSL
Stayed,35,One Year,20.6,0,42.02,None
Stayed,72,Two Year,110.15,24,12.85,Fiber Optic
Stayed,18,One Year,23.75,0,12.97,None
Joined,3,Month-to-Month,25.0,12,0.0,DSL
Stayed,70,Two Year,104.3,30,5.46,Fiber Optic
Joined,3,Month-to-Month,20.05,0,37.85,None
Stayed,70,Two Year,72.95,25,38.58,DSL
Stayed,42,Month-to-Month,79.9,14,9.46,Fiber Optic
Stayed,60,Two Year,80.95,11,18.23,Fiber Optic
Stayed,38,One Year,95.0,27,49.82,Fiber Optic
Stayed,72,Two Year,117.35,30,14.94,Fiber Optic
Stayed,55,One Year,60.0,23,9.08,Cable
Stayed,40,Month-to-Month,50.15,28,24.3,DSL
Stayed,50,One Year,82.5,2,21.25,DSL
Stayed,67,Two Year,111.2,47,40.96,Fiber Optic
Stayed,42,One Year,45.1,26,0.0,DSL
Stayed,72,Two Year,24.75,0,47.69,None
Stayed,16,Month-to-Month,69.1,18,13.99,DSL
Stayed,53,One Year,100.3,73,8.33,Fiber Optic
Stayed,45,Two Year,20.0,0,21.73,None
Stayed,71,Two Year,64.05,29,4.71,DSL
Stayed,71,Two Year,87.95,30,9.06,DSL
Stayed,57,Two Year,74.35,42,24.67,DSL
Stayed,52,Two Year,20.1,0,2.44,None
Stayed,18,Month-to-Month,20.45,0,14.6,None
Stayed,71,Two Year,114.6,29,4.91,Fiber Optic
Stayed,50,One Year,108.25,19,41.58,Fiber Optic
Stayed,69,One Year,59.1,19,14.48,DSL
Stayed,23,Two Year,91.1,51,27.97,Cable
Stayed,50,One Year,19.75,0,37.95,None
Stayed,61,Two Year,25.3,0,40.37,None
Stayed,71,Two Year,23.9,0,18.99,None
Stayed,49,Month-to-Month,85.3,23,14.21,Fiber Optic
Stayed,26,One Year,19.4,0,6.38,None
Stayed,62,One Year,54.75,71,32.92,DSL
Stayed,13,Month-to-Month,29.15,28,0.0,DSL
Stayed,58,Two Year,25.15,0,29.5,None
Stayed,54,Two Year,46.0,19,0.0,DSL
Stayed,72,One Year,103.2,59,29.66,Fiber Optic
Stayed,57,Two Year,69.85,30,11.23,DSL
Stayed,71,Two Year,89.45,27,16.26,Fiber Optic
Stayed,34,Month-to-Month,24.7,0,11.52,None
Stayed,69,Two Year,19.75,0,5.27,None
Stayed,64,Two Year,105.25,30,40.18,Fiber Optic
Stayed,68,Two Year,25.4,0,19.09,None
Stayed,72,Two Year,85.9,24,10.87,DSL
Stayed,47,Two Year,20.45,0,6.61,None
Stayed,70,One Year,19.7,0,10.0,None
Stayed,8,Month-to-Month,85.65,16,39.59,Fiber Optic
Stayed,72,Two Year,19.9,0,31.93,None
Stayed,65,One Year,100.15,6,36.62,Fiber Optic
Stayed,50,One Year,103.05,27,47.48,Fiber Optic
Stayed,31,Month-to-Month,101.4,76,19.38,Fiber Optic
Stayed,24,Month-to-Month,79.65,82,44.93,Fiber Optic
Stayed,41,One Year,19.5,0,39.53,None
Stayed,71,Two Year,19.1,0,39.44,None
Stayed,37,Month-to-Month,26.45,0,31.83,None
Stayed,16,Month-to-Month,100.7,76,27.27,Fiber Optic
Stayed,72,Two Year,114.05,29,5.81,Fiber Optic
Stayed,60,Two Year,19.95,0,30.14,None
Stayed,35,One Year,20.1,0,25.52,None
Stayed,39,One Year,54.85,29,0.0,DSL
Stayed,61,Two Year,80.8,20,43.48,DSL
Stayed,58,Two Year,20.5,0,25.86,None
Stayed,37,Month-to-Month,19.5,0,45.19,None
Stayed,60,One Year,104.35,15,22.95,Fiber Optic
Stayed,18,Month-to-Month,103.6,3,1.27,Fiber Optic
Joined,1,Month-to-Month,25.25,2,0.0,Cable
Stayed,18,Month-to-Month,73.15,23,16.78,Fiber Optic
Stayed,34,Month-to-Month,60.85,26,12.3,DSL
Stayed,52,One Year,64.3,18,4.22,DSL
Stayed,19,One Year,58.2,69,24.35,Cable
Stayed,23,Two Year,34.6,42,0.0,DSL
Stayed,47,One Year,66.05,11,6.56,DSL
Stayed,53,One Year,78.75,56,31.86,DSL
Stayed,53,Month-to-Month,108.25,29,43.39,Fiber Optic
Stayed,18,Month-to-Month,74.15,13,11.36,Fiber Optic
Stayed,53,Month-to-Month,80.6,29,49.21,Fiber Optic
Stayed,53,One Year,77.4,13,47.55,DSL
Stayed,52,One Year,50.95,29,10.03,Cable
Stayed,69,Two Year,99.35,21,8.46,Fiber Optic
Stayed,15,One Year,55.2,11,1.63,DSL
Stayed,9,Month-to-Month,54.8,24,44.46,DSL
Stayed,33,One Year,24.15,0,1.71,None
Stayed,45,One Year,96.75,30,1.57,Fiber Optic
Stayed,51,One Year,19.4,0,37.63,None
Stayed,29,Month-to-Month,45.0,21,0.0,DSL
Stayed,7,Two Year,64.2,26,3.19,Cable
Joined,3,Two Year,73.85,25,46.65,Fiber Optic
Stayed,18,Two Year,84.95,23,25.7,Fiber Optic
Joined,2,Month-to-Month,70.1,24,34.99,Fiber Optic
Stayed,16,Month-to-Month,78.75,17,39.52,Fiber Optic
Stayed,72,Two Year,109.7,3,18.66,Fiber Optic
Stayed,66,Two Year,90.05,24,13.28,DSL
Stayed,66,Two Year,20.55,0,20.63,None
Stayed,29,One Year,35.6,8,0.0,DSL
Stayed,69,One Year,95.75,27,42.45,Fiber Optic
Stayed,4,Two Year,19.9,0,24.57,None
Stayed,71,One Year,104.65,59,14.14,Fiber Optic
Stayed,47,Month-to-Month,106.35,10,14.54,Fiber Optic
Joined,1,Month-to-Month,70.1,23,1.15,Fiber Optic
Stayed,61,Two Year,86.45,24,4.51,Cable
Stayed,64,Two Year,81.3,4,16.61,Cable
Stayed,8,Month-to-Month,75.25,3,18.82,Fiber Optic
Stayed,62,Two Year,20.05,0,33.68,None
Joined,2,Month-to-Month,20.35,0,5.42,None
Stayed,12,Two Year,20.05,0,40.34,None
Stayed,4,Month-to-Month,42.4,23,0.0,DSL
Joined,3,Month-to-Month,44.6,27,15.59,Cable
Stayed,26,One Year,39.95,58,0.0,Cable
Stayed,43,One Year,19.2,0,14.97,None
Stayed,61,Month-to-Month,106.2,29,27.66,Fiber Optic
Stayed,22,One Year,25.6,0,15.27,None
Stayed,49,One Year,103.0,21,36.47,Fiber Optic
Stayed,12,Month-to-Month,29.3,14,0.0,DSL
Stayed,37,Month-to-Month,96.1,41,21.84,Fiber Optic
Stayed,63,Two Year,83.5,69,13.45,DSL
Stayed,38,Two Year,81.0,73,22.05,Cable
Stayed,65,Two Year,59.6,76,43.29,DSL
Stayed,65,Two Year,84.85,17,41.74,Cable
Stayed,6,Month-to-Month,20.2,0,16.91,None
Stayed,69,Two Year,75.75,18,44.33,Cable
Stayed,25,Month-to-Month,60.35,76,25.87,Cable
Stayed,40,Two Year,19.65,0,26.03,None
Stayed,35,Month-to-Month,24.15,21,0.0,DSL
Stayed,72,Two Year,92.65,19,30.0,DSL
Stayed,21,Month-to-Month,20.5,0,32.89,None
Stayed,12,Month-to-Month,35.5,73,0.0,DSL
Stayed,57,Two Year,57.5,69,0.0,DSL
Stayed,70,Two Year,113.65,30,17.32,Fiber Optic
Stayed,41,Month-to-Month,106.5,59,36.7,Fiber Optic
Stayed,27,Month-to-Month,95.0,26,18.42,Fiber Optic
Stayed,48,One Year,75.15,23,41.26,Fiber Optic
Stayed,63,Two Year,98.0,21,23.62,Fiber Optic
Stayed,48,One Year,69.55,15,17.03,DSL
Stayed,47,Two Year,74.05,3,45.67,DSL
Stayed,7,Month-to-Month,20.45,0,5.84,None
Stayed,70,Two Year,24.25,0,28.54,None
Stayed,4,Month-to-Month,20.15,0,32.54,None
Joined,1,Month-to-Month,44.0,26,26.15,DSL
Stayed,38,Two Year,19.95,0,49.9,None
Stayed,15,Month-to-Month,59.65,59,24.36,DSL
Stayed,50,One Year,99.4,18,26.06,Fiber Optic
Stayed,29,One Year,101.45,21,6.59,Fiber Optic
Stayed,57,Two Year,55.0,26,0.0,DSL
Stayed,61,Two Year,19.75,0,15.02,None
Stayed,48,Two Year,108.1,4,9.91,Fiber Optic
Stayed,46,One Year,24.45,0,35.46,None
Stayed,5,Month-to-Month,20.35,0,31.78,None
Stayed,12,Month-to-Month,19.45,0,35.81,None
Stayed,42,Two Year,99.0,17,1.31,Fiber Optic
Stayed,35,Two Year,113.2,8,30.5,Fiber Optic
Stayed,43,One Year,106.0,10,10.19,Fiber Optic
Stayed,65,One Year,24.8,0,45.87,None
Stayed,70,Two Year,26.0,0,14.15,None
Stayed,59,Two Year,111.1,57,46.1,Fiber Optic
Stayed,57,One Year,74.6,27,6.63,Cable
Joined,2,Month-to-Month,74.95,16,3.76,Fiber Optic
Stayed,61,Two Year,69.9,4,4.69,Cable
Stayed,71,Two Year,47.05,6,0.0,Cable
Stayed,6,Month-to-Month,73.85,9,27.69,Fiber Optic
Stayed,24,Month-to-Month,89.55,52,18.07,Fiber Optic
Stayed,4,Month-to-Month,20.7,0,27.04,None
Stayed,18,Month-to-Month,55.95,30,18.47,DSL
Stayed,48,One Year,60.6,13,44.72,DSL
Stayed,15,One Year,89.0,21,1.67,Fiber Optic
Stayed,27,Two Year,86.45,4,2.97,Fiber Optic
Stayed,7,Two Year,44.4,26,0.0,DSL
Stayed,71,Two Year,99.65,13,34.36,Fiber Optic
Stayed,54,Two Year,110.45,16,32.56,Fiber Optic
Stayed,39,Month-to-Month,101.25,21,20.15,Fiber Optic
Stayed,37,One Year,19.6,0,25.35,None
Stayed,51,One Year,94.0,21,4.14,Fiber Optic
Stayed,12,One Year,19.8,0,11.04,None
Stayed,16,Two Year,64.25,27,23.31,DSL
Stayed,66,Two Year,56.6,29,0.0,DSL
Joined,2,Month-to-Month,20.0,0,34.38,None
Joined,3,Month-to-Month,107.95,22,47.5,Fiber Optic
Stayed,21,Month-to-Month,28.5,59,0.0,DSL
Stayed,25,One Year,20.95,0,25.08,None
Stayed,62,One Year,74.3,30,38.33,Cable
Stayed,57,Two Year,19.6,0,23.28,None
Stayed,55,One Year,59.45,69,36.17,DSL
Stayed,20,Month-to-Month,90.7,27,25.41,Fiber Optic
Joined,1,Month-to-Month,44.6,2,45.28,DSL
Joined,2,Month-to-Month,24.3,59,0.0,DSL
Stayed,19,Month-to-Month,69.6,4,13.76,DSL
Stayed,60,Month-to-Month,109.45,9,4.59,Fiber Optic
Stayed,12,Month-to-Month,84.05,19,17.85,Fiber Optic
Stayed,68,Two Year,111.75,57,14.11,Fiber Optic
Stayed,31,Month-to-Month,72.45,27,41.23,DSL
Stayed,66,One Year,92.15,28,19.68,Fiber Optic
Stayed,35,Two Year,19.25,0,4.24,None
Stayed,56,One Year,109.8,21,37.76,Fiber Optic
Stayed,46,Two Year,19.4,0,12.68,None
Stayed,64,Two Year,60.05,19,0.0,DSL
Stayed,41,Month-to-Month,74.65,12,31.08,DSL
Stayed,67,Two Year,20.8,0,8.82,None
Stayed,32,Month-to-Month,35.15,14,0.0,Cable
Stayed,43,One Year,24.45,0,28.03,None
Stayed,72,Two Year,96.6,20,28.09,Fiber Optic
Stayed,48,One Year,99.0,2,5.87,Fiber Optic
Stayed,32,One Year,19.8,0,25.89,None
Stayed,45,One Year,25.9,0,22.49,None
Stayed,35,Month-to-Month,91.5,10,23.85,Fiber Optic
Stayed,36,One Year,20.85,0,12.61,None
Stayed,15,Month-to-Month,48.85,19,13.58,DSL
Stayed,71,Two Year,81.85,58,6.23,DSL
Stayed,5,Month-to-Month,53.8,22,49.4,Cable
Stayed,30,One Year,90.4,18,7.19,Fiber Optic
Stayed,54,Month-to-Month,30.4,9,0.0,Cable
Joined,2,Month-to-Month,60.95,12,14.88,DSL
Stayed,19,One Year,20.25,0,18.57,None
Stayed,47,Two Year,24.55,0,15.68,None
Stayed,72,Two Year,98.65,10,35.21,Fiber Optic
Stayed,31,Month-to-Month,104.35,58,45.71,Fiber Optic
Stayed,58,Month-to-Month,79.8,14,22.71,Fiber Optic
Stayed,61,Two Year,68.05,59,42.31,DSL
Stayed,38,Month-to-Month,66.15,13,20.14,DSL
Stayed,23,Two Year,19.65,0,1.88,None
Stayed,69,One Year,73.7,21,7.84,Cable
Stayed,10,One Year,65.9,14,42.0,DSL
Stayed,45,One Year,18.85,0,40.59,None
Stayed,65,One Year,110.0,10,33.11,Fiber Optic
Stayed,15,Month-to-Month,20.45,0,12.41,None
Stayed,18,Two Year,25.3,0,30.22,None
Stayed,15,Month-to-Month,30.2,16,0.0,Cable
Stayed,34,One Year,103.8,16,4.28,Fiber Optic
Stayed,51,One Year,19.1,0,29.33,None
Stayed,23,Month-to-Month,83.75,30,34.91,Fiber Optic
Stayed,5,Month-to-Month,56.15,71,26.86,DSL
Stayed,47,Month-to-Month,90.05,20,38.25,Fiber Optic
Stayed,70,Two Year,89.75,7,29.53,Cable
Stayed,58,Two Year,19.55,0,43.52,None
Stayed,4,Month-to-Month,29.15,2,0.0,DSL
Stayed,63,Two Year,109.25,23,10.67,Fiber Optic
Stayed,72,Two Year,19.75,0,15.21,None
Stayed,4,Month-to-Month,50.55,41,22.07,DSL
Stayed,72,Two Year,74.35,53,17.21,Cable
Stayed,42,One Year,79.35,19,13.51,Fiber Optic
Stayed,56,Two Year,72.6,19,5.93,DSL
Stayed,57,Two Year,79.75,16,9.1,DSL
Stayed,56,One Year,68.45,18,26.82,Cable
Stayed,72,Two Year,99.9,26,23.66,Fiber Optic
Stayed,43,Two Year,25.7,0,25.53,None
Stayed,12,Month-to-Month,89.55,22,33.36,Fiber Optic
Stayed,46,One Year,94.65,3,10.13,Fiber Optic
Joined,1,Month-to-Month,49.8,11,3.97,DSL
Stayed,71,Two Year,25.0,0,48.01,None
Stayed,63,Two Year,25.25,0,4.01,None
Stayed,26,One Year,47.85,28,0.0,Cable
Stayed,35,One Year,21.1,0,23.77,None
Stayed,53,Two Year,20.25,0,28.46,None
Stayed,70,Two Year,19.85,0,40.91,None
Stayed,55,Two Year,25.7,0,12.21,None
Stayed,72,Two Year,79.2,59,22.41,DSL
Stayed,31,Month-to-Month,66.4,28,25.3,Cable
Stayed,61,Two Year,88.65,22,19.58,DSL
Stayed,46,Two Year,65.65,41,46.71,Cable
Joined,1,Month-to-Month,49.75,14,41.79,DSL
Stayed,49,One Year,71.8,30,25.1,DSL
Stayed,13,Month-to-Month,78.75,23,38.4,DSL
Joined,1,Month-to-Month,19.55,0,17.94,None
Stayed,31,Month-to-Month,20.65,0,9.56,None
Stayed,71,Two Year,95.5,9,1.23,Fiber Optic
Stayed,16,Two Year,85.05,6,48.41,Fiber Optic
Stayed,11,Two Year,55.6,3,2.81,DSL
Stayed,65,Two Year,105.85,9,36.49,Fiber Optic
Stayed,67,Two Year,92.45,21,2.57,Fiber Optic
Stayed,28,Month-to-Month,25.7,0,25.57,None
Stayed,42,Month-to-Month,55.65,30,27.0,Cable
Stayed,51,Month-to-Month,29.45,21,0.0,DSL
Joined,1,Month-to-Month,19.55,0,40.63,None
Stayed,31,One Year,98.05,59,36.49,Fiber Optic
Stayed,33,Two Year,80.6,27,34.85,Fiber Optic
Stayed,68,Two Year,109.05,53,18.42,Fiber Optic
Stayed,66,One Year,103.15,19,39.45,Fiber Optic
Stayed,20,One Year,19.7,0,30.13,None
Stayed,56,Month-to-Month,106.6,51,24.77,Fiber Optic
Stayed,72,Two Year,73.0,69,23.02,Cable
Stayed,64,One Year,104.65,23,25.95,Fiber Optic
Stayed,25,Two Year,108.9,51,32.33,Fiber Optic
Joined,1,Month-to-Month,20.3,0,10.84,None
Stayed,7,Month-to-Month,69.9,42,30.99,Fiber Optic
Stayed,53,One Year,54.9,17,0.0,Cable
Stayed,58,Two Year,20.8,0,49.02,None
Stayed,42,One Year,19.05,0,34.66,None
Stayed,41,One Year,35.45,17,0.0,Cable
Stayed,23,One Year,81.85,30,5.7,Fiber Optic
Stayed,65,Two Year,99.35,20,30.44,Fiber Optic
Joined,1,Month-to-Month,74.35,4,24.41,Fiber Optic
Stayed,23,Month-to-Month,54.15,27,8.4,Cable
Stayed,70,Two Year,115.15,53,11.36,Fiber Optic
Stayed,32,Month-to-Month,91.05,24,47.3,Fiber Optic
Stayed,52,Month-to-Month,103.05,22,5.42,Fiber Optic
Joined,1,Month-to-Month,19.9,0,2.38,None
Stayed,10,Two Year,25.7,0,32.1,None
Stayed,61,One Year,99.0,22,4.51,Fiber Optic
Stayed,4,Two Year,20.05,0,41.98,None
Stayed,19,Month-to-Month,34.3,14,0.0,DSL
Stayed,11,Month-to-Month,79.15,15,26.84,Fiber Optic
Stayed,5,Month-to-Month,24.3,0,6.7,None
Stayed,63,Two Year,104.8,76,40.73,Fiber Optic
Stayed,32,Two Year,20.05,0,14.91,None
Stayed,37,Month-to-Month,40.2,6,0.0,Cable
Stayed,58,Two Year,20.75,0,18.68,None
Joined,1,Month-to-Month,43.95,5,45.59,DSL
Stayed,26,One Year,26.0,0,33.47,None
Stayed,5,Month-to-Month,19.95,0,24.16,None
Stayed,31,Month-to-Month,59.7,59,30.67,DSL
Stayed,63,Month-to-Month,108.75,26,20.37,Fiber Optic
Stayed,20,Month-to-Month,24.9,21,0.0,DSL
Stayed,8,Month-to-Month,19.45,0,1.95,None
Joined,3,Month-to-Month,44.75,13,34.89,Cable
Stayed,70,One Year,98.9,59,8.39,Fiber Optic
Stayed,49,One Year,56.3,21,0.0,DSL
Stayed,72,One Year,104.95,18,33.93,Fiber Optic
Stayed,29,Month-to-Month,79.3,2,10.55,Fiber Optic
Joined,1,One Year,20.2,0,44.69,None
Stayed,19,Month-to-Month,19.9,0,32.03,None
Joined,1,Month-to-Month,20.05,0,18.15,None
Stayed,5,Month-to-Month,34.25,19,0.0,DSL
Stayed,70,One Year,26.05,0,31.33,None
Stayed,34,One Year,20.1,0,41.72,None
Joined,1,Month-to-Month,19.5,0,8.02,None
Stayed,9,Month-to-Month,20.4,0,13.72,None
Stayed,21,Month-to-Month,68.65,11,30.59,Fiber Optic
Stayed,27,Two Year,19.6,0,15.41,None
Stayed,19,Two Year,19.65,0,34.68,None
Stayed,8,Month-to-Month,56.3,59,31.86,Cable
Joined,1,Month-to-Month,20.4,0,45.91,None
Stayed,45,Month-to-Month,103.65,13,24.75,Fiber Optic
Stayed,71,Two Year,84.4,26,3.09,DSL
Stayed,6,Month-to-Month,55.0,58,37.57,Cable
Joined,1,Month-to-Month,20.25,0,42.96,None
Stayed,27,Two Year,25.85,0,2.65,None
Stayed,21,Two Year,104.35,17,24.91,Fiber Optic
Stayed,34,Month-to-Month,75.55,16,2.07,Fiber Optic
Stayed,15,One Year,20.55,0,34.63,None
Stayed,13,Month-to-Month,30.15,19,0.0,Cable
Stayed,66,One Year,20.35,0,45.03,None
Joined,1,Month-to-Month,74.6,59,42.99,Fiber Optic
Stayed,72,Two Year,19.85,0,3.43,None
Joined,1,Month-to-Month,19.8,0,11.96,None
Stayed,72,Two Year,25.65,0,12.58,None
Joined,3,Month-to-Month,60.65,11,22.49,DSL
Stayed,17,Month-to-Month,69.0,14,5.49,DSL
Stayed,16,One Year,19.35,0,40.95,None
Stayed,7,Month-to-Month,94.1,6,7.37,Fiber Optic
Stayed,18,Month-to-Month,19.25,0,31.33,None
Stayed,54,Two Year,90.05,14,18.58,Fiber Optic
Stayed,72,Two Year,19.4,0,49.5,None
Stayed,61,Two Year,24.4,0,20.09,None
Stayed,11,Month-to-Month,78.0,23,47.12,Fiber Optic
Joined,1,One Year,74.1,30,36.05,DSL
Stayed,55,Two Year,19.4,0,27.75,None
